Complete?,Title of Policy,Date Entered,Entered By,QC Checked By,QC Check Date,Description,Legal Status,Policy Category,Building Codes,Clean Procurement,Climate Commitment,Training & Education,Policy Subcategory,Buy Clean,Owner Procurement Guidelines,Public Sector Incentives,Building Code Requirements,Zoning Incentives,Building Design Incentives,Climate Action Plan,Resolution/Declaration of Intent,Research Funding,Education,Methodology,Participation,Jurisdiction,Location,Country,lat,lon,Implementing Agency,Status,Date Enacted,Date In Effect,Covered Sector(s),Covered Material(s),Concrete,Steel/Rebar,Aluminum,Cement,Brick,Iron,Asphalt,Wood/Timber,Insulation,Glass,Covered Life-Cycle Stages,Application Type,Scale of Approach,Covered Applications,Covered Impacts,Target,Target Date,Additional Targets,Compliance Mechanism,Threshold Varies?,Compliance Threshold Quantity/Range,Compliance Threshold Unit,Threshold Methodology ,Threshold Change Cadence,Disclosure Type,Required Disclosure Standard,Required PCR,Disclosure Specificity,Disclosure Material Quantities,Disclosure Data Repository,Link(s),Archived Version,Source(s),Notes,Other
TRUE,Whole-of-Life Embodied Carbon Emissions Reduction Framework,12/11/2023,"Irish, Hannah","Hayes, Jackson",5/5/2024,"New Zealand framework for reduction of embodied carbon in buildings has the following steps which shall be forthcoming as developed by the Ministry of Business: 1. New public sector buildings will report Whole Life Embodied Carbon, 2. All new buildings will report Whole Life Embodied Carbon, 3. All new buildings will have to meet initial carbon caps. 4. All new buildings will have to meet intermediate carbon caps, 5. All new buildings will have to meet carbon caps to achieve net zero emissions for new zealand",Non-Statutory,Climate Commitment,0,0,1,0,Climate Action Plan,0,0,0,0,0,0,1,0,0,0,"Reporting/Analysis Requirement, Whole-Building Carbon Reduction",Mandatory,National,New Zealand,New Zealand,-44.3188,170.5215,"New Zealand Ministry of Business, Innovation, and Employment",Active,2020,2020,NA,NA,0,0,0,0,0,0,0,0,0,0,A1-A5,Buildings,Project,"New Building, public sector first",GWP,Institute embodied carbon cap for buildings,Net Zero Carbon Emissions,2050,LCA,NA,NA,NA,NA,NA,Project,"EN 15804, EN 15978, ISO 21930",NA,Project,NA,NA,https://www.mbie.govt.nz/dmsdocument/11794-whole-of-life-embodied-carbon-emissions-reduction-framework,https://ucsb.box.com/s/oz4g825t2jttkjxl7kpn9beshqahqujs,"Ministry of Business, Innovation and Employment. (n.d.). Whole-of-life embodied carbon emissions reduction framework. Ministry of Business, Innovation and Employment. https://www.mbie.govt.nz/dmsdocument/11794-whole-of-life-embodied-carbon-emissions-reduction-framework",,
TRUE,Washington HB 1080,12/19/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,The 2021-23 Biennium Budgets fund the creation of a database to track materials purchased for state-funded infrastructure projects and two large Buy Clean and Buy Fair pilot projects.,Statutory,Training & Education,0,0,0,1,Research Funding,0,0,0,0,0,0,0,0,1,0,Research,NA,State,"Washington, USA",United States,47.08181,-120.512,State of Washington,Active,2019,2021,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,All construction,Project,Public Infrastructure Projects,GHG Emissions,"Develop Pilot Study for Buy Clean, Quantify embodied carbon",2023,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,https://lawfilesext.leg.wa.gov/biennium/2021-22/Pdf/Amendments/Senate/1080-S%20AMS%20FROC%20S3081.3.pdf,https://app.box.com/file/1393370121454,Washington State Legislature. (2022). Senate amendment 1080-S AMS FROC S3081.3. Washington State Legislature. https://lawfilesext.leg.wa.gov/biennium/2021-22/Pdf/Amendments/Senate/1080-S%20AMS%20FROC%20S3081.3.pdf,See Sec. 7020,
TRUE,No. 594: Leading By Example: Decarbonizing and Minimizing Environmental Impacts of State Government,11/5/2023,"Hayes, Jackson","Irish, Hannah",11/21/2023,"This executive order from the MA governor sets carbon neutrality goals for the state as well as requires state agencies to assess and implement strategies to mitigate ghg and other environmental impacts when planning for and executing projects relating to the design, construction, operations, and maintenance of state facilities, and the procurement of goods and services. All state agency new construction after July 2021 must certify to LEED silver or higher",Statutory,Climate Commitment,0,0,1,0,Climate Action Plan,0,0,0,0,0,0,1,0,0,0,Reporting/Analysis Requirement,Mandatory,State,"MA, USA",United States,42.36652,-71.9142,"Massachussetts Department of Energy Resources
Division of Capital Asset Management",Active,2021,2021,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,"Buildings, Transportation",Project Level,State-Funded,"Buildings, Transportation, Land use",Net Zero,2050,"2025, 2030, 2040, 2050",LEED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.mass.gov/executive-orders/no-594-leading-by-example-decarbonizing-and-minimizing-environmental-impacts-of-state-government#:~:text=All%20agencies%20shall%20assess%20and,goods%20and%20services%2C%20including%20vehicles.",https://ucsb.box.com/s/vplyasqh05swvylsy4naeyp6epsx44wv https://ucsb.box.com/s/vplyasqh05swvylsy4naeyp6epsx44wv,"Commonwealth of Massachusetts. (2021, September 16). Executive Order No. 594: Leading by example—Decarbonizing and minimizing environmental impacts of state government. Executive Office of the Governor. https://www.mass.gov/executive-orders/no-594-leading-by-example-decarbonizing-and-minimizing-environmental-impacts-of-state-government#:~:text=All%20agencies%20shall%20assess%20and,goods%20and%20services%2C%20including%20vehicles.",,
TRUE,State Of Wisconsin Clean Energy Plan,11/17/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,"The State of Wisconsin's Clean Energy Plan has a section dedicated to exploring low-carbon building materials procurement policies. This mostly consists of researching policies, conducting studies, developing a standardized method for evaluating and reporting embodied carbon emissions, and using EPDs.",Non-Statutory,Climate Commitment,0,0,1,0,Climate Action Plan,0,0,0,0,0,0,1,0,0,0,Reporting/Analysis Requirement,Both Mandatory and Voluntary Aspects,State,"WI, USA",United States,44.42804,-90.1298,State of Wisconsin,Active,2022,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,All construction,NA,"Public Projects, Private Projects",GHG Emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://osce.wi.gov/Documents/SOW-CleanEnergyPlan2022.pdf,https://app.box.com/file/1373128950151,Wisconsin Office of Sustainability and Clean Energy. (2022). Clean energy plan 2022. Wisconsin Office of Sustainability and Clean Energy. https://osce.wi.gov/Documents/SOW-CleanEnergyPlan2022.pdf,,
TRUE,Minnesota Buy Clean Study Bill,11/20/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,"Minnesota’s Buy Clean Buy Fair law kicks off a six-year working group called the Environmental Standards Procurement Task Force that will provide recommendations to the state for purchasing cleaner materials in public projects, as well as dates by which standards need to be developed for different building materials",Statutory,"Clean Procurement, Training & Education",0,1,0,1,"Buy Clean, Research Funding",1,0,0,0,0,0,0,0,1,0,Plan,NA,State,"MN, USA",United States,45.90157,-94.5699,State of Minnesota,Active,2021,2023,NA,"Carbon steel rebar, structural steel, concrete, asphalt paving mixtures",1,1,0,0,0,0,1,0,0,0,NA,"Buildings, Highways/Transportation",Product,"New construction or rennvation larger than 50,000 square feet, New construction/reconstruction of two or more lane-miles of truck highway",GHG Emissions,Carbon Neutrality,2050,NA,Type III EPD,NA,NA,NA,NA,NA,EPD,ISO 14025,NA,NA,NA,NA,https://www.revisor.mn.gov/bills/text.php?number=HF2310&type=bill&version=4&session=ls93&session_year=2023&session_number=0,https://ucsb.box.com/s/0dnpv3011dbhqao2nvn8302ox6jyk72o,Minnesota Legislature. (2023). HF2310 - 2023 Regular Session. Minnesota Legislature. https://www.revisor.mn.gov/bills/text.php?number=HF2310&type=bill&version=4&session=ls93&session_year=2023&session_number=0,,
TRUE,Quebec Wood Charter,12/3/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,"The Quebec Wood Charter is a policy that encourages the use of wood for all publicly-funded infrastructure projects. As a result of this policy, the provincial building code was updated to increase the maximum height for wood structures from four stories to six stories and taller. It also requires developers of government-funded projects to consider wood as a material option by requiring a comparative analysis of GHG emissions for structural materials.",Statutory,Building Codes/Planning,1,0,0,0,Zoning Incentives,0,0,0,0,1,0,0,0,0,0,Green Building Design,Voluntary,State,"Quebec, Canada",Canada,52.40298,-71.3353,"Ministry of Forestry, Wildlife, and Parks",Active,2019,2019,32121,Wood,0,0,0,0,0,0,0,1,0,0,A1-A3,Buildings,Project Level,Buildings over 4 stories high,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mffp.gouv.qc.ca/wp-content/uploads/BilanCharteduBois_anglais.pdf,https://ucsb.box.com/s/xuln0wyin61n4qa1sx8dkfr0k86scgy1,Ministère de l'Énergie et des Ressources naturelles. (2017). Plan d’action pour la mise en valeur de la ressource bois 2017-2020 [Action plan for the development of the wood resource 2017-2020]. Gouvernement du Québec. https://diffusion.mern.gouv.qc.ca/public/Biblio/Mono/2017/07/1193408.pdf,,
TRUE,Executive Order (EO) 20-01 State Efficiency and Environmental Performance,12/10/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,"Washington State's Executive Order (EO) 20-01 has a section that requires new facility construction be zero-energy or zero-energy-capable, which includes the consideration of ""net-embodied carbon.""",Non-Statutory,Climate Commitment,0,0,1,0,Resolution/Declaration of Intent,0,0,0,0,0,0,0,1,0,0,Green Building Design,Mandatory,State,"Washington, USA",United States,47.50357,-120.773,Office of Jay Inslee,Active,2020,2020,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,Buildings,Project Level,New Public Buildings,GHG Emissions,Net-Zero,NA,Net Zero embodied must be considered in new projects,NA,NA,NA,NA,NA,NA,NA,NA,NA,Project,NA,NA,https://governor.wa.gov/sites/default/files/exe_order/20-01%20SEEP%20Executive%20Order%20%28tmp%29.pdf,https://app.box.com/file/1385074989281,"Office of the Governor. (2020, January 8). Executive Order 20-01: State energy efficiency performance standard (SEEP). State of Washington. https://governor.wa.gov/sites/default/files/exe_order/20-01%20SEEP%20Executive%20Order%20%28tmp%29.pdf",,
TRUE,"Michigan Healthy Climate Plan; Buy Clean, Buy Michigan ",11/17/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,Subset of the MI Healthy Climate Plan focussed on procurement of low-carbon materials,Non-Statutory,Climate Commitment,0,0,1,0,Climate Action Plan,0,0,0,0,0,0,1,0,0,0,Product/Material-Specific Carbon Limits or Reductions,NA,State,"MI, USA",United States,43.29033,-84.5787,State of Michigan,Active,2022,2023,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,"Buildings, all construction",Product Level,"Buildings, Infrastructure",GHG Emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Offices/OCE/MI-Healthy-Climate-Plan.pdf?rev=d13f4adc2b1d45909bd708cafccbfffa&hash=99437BF2709B9B3471D16FC1EC692588,https://app.box.com/file/1373137782974,"Michigan Department of Environment, Great Lakes, and Energy. (2022). MI Healthy Climate Plan. Michigan Department of Environment, Great Lakes, and Energy. https://www.michigan.gov/egle/-/media/Project/Websites/egle/Documents/Offices/OCE/MI-Healthy-Climate-Plan.pdf?rev=d13f4adc2b1d45909bd708cafccbfffa&hash=99437BF2709B9B3471D16FC1EC692588",,
TRUE,State Of Wisconsin Clean Energy Plan,11/17/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,Subset of State of WI clean energy plan details the intent to set up carbon limits for procurement rules for low-carbon construction materials,Non-Statutory,Clean Procurement,0,1,0,0,Buy Clean,1,0,0,0,0,0,0,0,0,0,Product/Material-Specific Carbon Limits or Reductions,Mandatory,State,"WI, USA",United States,44.42804,-90.1298,State of Wisconsin,Active,2022,NA,3273,NA,0,0,0,0,0,0,0,0,0,0,NA,"Buildings, all construction",Product Level,"Buildings, Infrastructure",GHG Emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://osce.wi.gov/Documents/SOW-CleanEnergyPlan2022.pdf,https://app.box.com/file/1373131242934,Wisconsin Office of Sustainability and Clean Energy. (n.d.). Clean energy plan - DML - Summary. Wisconsin Office of Sustainability and Clean Energy. https://osce.wi.gov/Documents/Clean%20Energy%20Plan%20-%20DML%20-%20Summary%20(1).pdf,,
TRUE,California AB 2446,12/19/2023,"Hayes, Jackson","Irish, Hannah",3/6/2025,"This law builds on the 2017 Buy Clean California Act, mandating the Air Resources Board to develop a framework by July 1, 2025, for measuring and reducing carbon intensity in building materials, targeting a 40% net reduction in GHG emissions by 2035. Key requirements of the law include life cycle assessments for new large buildings, Environmental Product Declarations from manufacturers, and the establishment of a technical advisory committee to support implementation, indicating a broader future strategy for low-carbon building standards in California.",Statutory,"Building Codes/Planning, Training & Education",1,0,0,1,"Building Code Requirements, Research Funding",0,0,0,1,0,0,0,0,1,0,Reporting/Analysis Requirement,Mandatory,State,"CA, USA",United States,,,California Air Resources Board,Active,2023,2025,"331221, 3311, 327211, 321","Hot-Rolled Structural Steel, Hollow structural sections, steel plate, rebar, flat glass, light-density mineral wood board insulation, heavy-density mineral wood board insulation",0,1,0,0,0,0,0,0,1,1,A1-A3,Buildings,"Project, Product",Buildings,GHG Emissions,40% reduction of GHG emissions,2035,20% reduction of GHG emissions by 2030,Type III EPD,"Yes, See Supporting Documents",To be set 2027,NA,NA,NA,EPD,ISO 14025,NA,NA,NA,NA,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB2446,https://app.box.com/file/1393341522732,California Legislature. (2022). Assembly Bill 2446 (2021-2022). California Legislature. https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202120220AB2446,,
TRUE,A.B.43: Greenhouse gas emissions: building materials: embodied carbon trading system.,3/8/2024,"Hayes, Jackson","Irish, Hannah",3/6/2025,AB 43 is a California legislative bill aimed at reducing greenhouse gas emissions associated with building materials. It amends existing laws to establish targets and frameworks for measuring and reducing the carbon intensity of materials used in construction projects. The bill also introduces the concept of an embodied carbon trading system to incentivize emissions reductions in the building sector.,Statutory,Building Codes/Planning,1,0,0,0,Building Code Requirements,0,0,0,1,0,0,0,0,0,0,Reporting/Analysis Requirement,Mandatory,State,"CA, USA",United States,37.22544,-119.856,California Air Resources Board,Active,2021,2027,"331221, 3311, 327211, 321","Hot-Rolled Structural Steel, Hollow structural sections, steel plate, rebar, flat glass, light-density mineral wood board insulation, heavy-density mineral wood board insulation",0,1,0,0,0,0,0,0,1,1,A1-A3,Buildings,Product,Buildings,GHG Emissions,"40% reduction of GHG emissions, Establishment of a embodied carbon trading system",2035,20% reduction of GHG emissions by 2030,Type III EPD,"Yes, See Supporting Documents",To be set 2027,NA,NA,NA,EPD,ISO 14025,NA,NA,NA,NA,https://leginfo.legislature.ca.gov/faces/billPdf.xhtml?bill_id=202320240AB43&version=20230AB4392ENR,California Legislature. (2023). Assembly Bill 43 (2023-2024). California Legislature. https://leginfo.legislature.ca.gov/faces/billPdf.xhtml?bill_id=202320240AB43&version=20230AB4392ENR,California Legislature. (2023). Assembly Bill 43 (2023-2024). California Legislature. https://leginfo.legislature.ca.gov/faces/billPdf.xhtml?bill_id=202320240AB43&version=20230AB4392ENR,,
TRUE,H.B. 1282: Requiring Environmental and Labor Reporting for Public Building Construction and Renovation Material.,5/5/2024,"Hayes, Jackson","Irish, Hannah",3/6/2025,"The bill mandates that firms engaged in large public construction or renovation projects report environmental and health product declarations, labor conditions, and additional data, while also establishing a public database managed by the Department of Commerce for this data. It also sets up a Buy Clean and Buy Fair Work Group to promote the use of low-carbon materials and uphold high labor standards in manufacturing.",Statutory,"Climate Commitment, Clean Procurement",0,1,1,0,"Climate Action Plan, Buy Clean",1,0,0,0,0,0,1,0,0,0,Plan,Mandatory,State,"WA, USA",United States,47.08181,-120.512,Department of Commerce,Active,2023,2024,"327390, 331110, 332312, 321213,321214","Concrete products, reinforcing steel products, sturctural steel, engineered wood",1,1,0,0,0,0,0,1,0,0,A1-A3,Buildings,Product,"Construction projects larger than 50,000 gross square feet",GHG Emissions,NA,NA,NA,Type III EPD,NA,NA,NA,NA,NA,EPD,ISO 14025,NA,NA,NA,NA,https://lawfilesext.leg.wa.gov/biennium/2023-24/Pdf/Bill%20Reports/House/1282%20HBR%20CB%2023.pdf,https://app.box.com/file/1521821087455,Washington State Legislature. (2023). House Bill Report 1282 (2023-24). Washington State Legislature. https://lawfilesext.leg.wa.gov/biennium/2023-24/Pdf/Bill%20Reports/House/1282%20HBR%20CB%2023.pdf,,
TRUE,H.B.0261: Eligible Projects - Procurement of Construction Materials (Buy Clean Maryland Act),3/20/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Requiring producers of any cement or concrete mixture used in the construction of an eligible project to submit environmental product declarations to the Department of General Services by December 31, 2024; requiring the Department to establish a maximum acceptable global warming potential for certain categories of eligible materials by January 1, 2026; establishing an Environmental Product Declaration Assistance Fund to support the development of certain environmental product declarations; etc.",Statutory,Clean Procurement,0,1,0,0,Buy Clean,1,0,0,0,0,0,0,0,0,0,Product/Material-Specific Carbon Limits or Reductions,Mandatory,State,"MD, USA",United States,39.35514,-76.9225,Maryland Department of General Services,Active,2023,2026,3273,"Concrete, cement",1,0,0,1,0,0,0,0,0,0,A1-A3,Buildings,Product,NA,GHG Emissions,NA,NA,Reduce limits in 2029 and every 3 years after,Type III EPD,NA,NA,NA,Industry Average,3 Years,EPD,ISO 14025,NA,NA,NA,NA,https://mgaleg.maryland.gov/2023RS/bills/hb/hb0261E.pdf,https://ucsb.box.com/s/9yfb209n1l7qj4r4df7ppuycc3r7mqes,Maryland General Assembly. (2023). House Bill 261 - 2023 Regular Session. Maryland General Assembly. https://mgaleg.maryland.gov/2023RS/bills/hb/hb0261E.pdf,,
TRUE,Seattle Green Building Incentives (Priority Green Expedited),3/20/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Construction projects can receive incentives for participating in different green building requirements including meeting goals for embodied carbon in building materials. Incentives include expedited permits, more leeway on zoning ordinances, etc. ",Statutory,Building Codes/Planning,1,0,0,0,"Zoning Incentives, Building Design Incentives",0,0,0,0,1,1,0,0,0,0,Reporting/Analysis Requirement,Voluntary,City,"Seattle, WA, USA",United States,47.58839,-122.31,City of Seattle,Active,2018,2019,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,All Construction projects,Project,All Construction,"GHG Emissions, Water reduction",100 clean energy in buildings and vehicles,2050,NA,NA,NA,NA,NA,NA,NA,Application,NA,NA,NA,NA,NA,https://www.seattle.gov/sdci/permits/green-building,https://ucsb.box.com/s/pqmkq2emj76q8lhcgjp5e5dt96d9uzug,"City of Seattle, Department of Construction & Inspections. (n.d.). Green building. City of Seattle. https://www.seattle.gov/sdci/permits/green-building",,
TRUE,United Kingdom Voluntary Product Standards,3/21/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"The government announced that it will 1. work with industry to establish voluntary product standrads that businesses could choose to adopt to help promote their low carbon products to consumers, 2. Develop an embodied emissions reporting framework that could serve future carbon leakage and decarbonization policies and 3. carry out a further technical consultation in 2024 on voluntary product standards and embodied emissions reporting and continue to work closely with UK industry to develop these measures further",Non-Statutory,Climate Commitment,0,0,1,0,Climate Action Plan,0,0,0,0,0,0,1,0,0,0,Reporting/Analysis Requirement,Voluntary,National,United Kingdom,United Kingdom,51.09865,-0.11809,Department for Energy Security & Net Zero,Proposed,2023,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,GHG Emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.gov.uk/government/consultations/addressing-carbon-leakage-risk-to-support-decarbonisation/outcome/factsheet-voluntary-standards-and-embodied-emissions-reporting,https://ucsb.box.com/s/ud6j1bslpgk0b337bn7lb0fo0s2eosmj,UK Government. (2023). Factsheet: Voluntary standards and embodied emissions reporting. GOV.UK. https://www.gov.uk/government/consultations/addressing-carbon-leakage-risk-to-support-decarbonisation/outcome/factsheet-voluntary-standards-and-embodied-emissions-reporting,,
TRUE,City of Emeryville Community Benefit Bonus Mass Timber,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"The City Council passed the first reading of an ordinance amending the Planning Regulations to add Mass Timber Construction as a community benefit eligible for development bonus points. Utilizing mass timber allows bonus points for projects making them more eligible for bonuses for height, floor area ratio (FAR),
and/or residential density ",Statutory,Building Codes/Planning,1,0,0,0,Zoning Incentives,0,0,0,0,1,0,0,0,0,0,Green Building Design,Both Mandatory and Voluntary Aspects,City,"Emeryville, CA, USA",United States,37.83353,-122.288,Emeryville City Council,Active,2022,2022,321,Timber,0,0,0,0,0,0,0,1,0,0,NA,Buildings,Project,Buildings,GHG Emissions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.ci.emeryville.ca.us/DocumentCenter/View/14071/Item-93---Mass-Timber-Construction,https://ucsb.box.com/s/ayx5wsd2gvxucapu244n4ejoor38cy35,City of Emeryville. (n.d.). Item 93: Mass timber construction. City of Emeryville. https://www.ci.emeryville.ca.us/DocumentCenter/View/14071/Item-93---Mass-Timber-Construction,,
TRUE,Boston Draft Net Zero Carbon Zoning Proposal,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Beginning in 2026, new buildings in Boston with 15 units or more, a minimum of 20,000 sq. ft., and additions of a minimum of 50,000 sq. ft. or more to existing buildings, will be required to meet a net-zero emissions standard (i.e. BERDO 2050 CO2e Emissions Standard). Buildings shall demonstrate net zero emissions every year through the compliance pathways in the Building Emissions Reduction and Disclosure Ordinance (BERDO). The existing BERDO reporting and regulatory framework will enforce the annual emissions limits established under zoning.",Statutory,Building Codes/Planning,1,0,0,0,Building Code Requirements,0,0,0,1,0,0,0,0,0,0,Whole-Building Carbon Reduction,Mandatory,City,"Boston, CA",United States,42.33644,-71.0788,Boston Planning & Development Agency,Proposed,2024,2026,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,Buildings,Project,"New Buildings with 15 units or more, a minimum of 20,000 sqft and additions of 50,000 sqft or more to existing buildings",GHG Emissions,Carbon neutrality,2050,NA,NA,NA,BERDO 2050 CO2e Emissions Standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.bostonplans.org/getattachment/c63f67da-2877-4351-84de-067a1269846c,https://ucsb.box.com/s/psukuwzdpft51b0ecf8fclpjtxuxikrl,Boston Planning & Development Agency. (n.d.). [Title of the document]. Boston Planning & Development Agency. https://www.bostonplans.org/getattachment/c63f67da-2877-4351-84de-067a1269846c,,
TRUE,CALGreen 2022 Embodied Carbon Provisions,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"The CALGreen 2022 Intervening Code Adoption Cycle (effective July 1, 2024) includes new embodied carbon provisions. The code offers three paths of compliance: building reuse, WB LCA, or a prescriptive approach similar to Buy Clean California but with concrete. The code applies to nonresidential buildings greater than 100,000 sf and school projects over 50,000 sf in both adaptive reuse and new construction projects.",Statutory,Building Codes/Planning,1,0,0,0,Building Code Requirements,0,0,0,1,0,0,0,0,0,0,"Reporting/Analysis Requirement, Product/Material-Specific Carbon Limits or Reductions",Both Mandatory and Voluntary Aspects,State,"CA, USA",United States,37.22544,-119.856,California Building Standards Commission,Active,2022,2024,"3311, 327211, 32732",Concrete,1,0,0,0,0,0,0,0,0,0,A1-A3,Buildings,Project,"Commercial buildings 100,000 sqft and larger and schools 50,000 sq ft and larger",GHG Emissions,NA,NA,NA,"Industry-Wide Type III EPD, WB LCA ","Yes, See Supporting Documents",See document,NA,Industry Average,NA,"EPD, WB-LCA","ISO 14025, ISO 14044",NA,NA,NA,NA,https://www.dgs.ca.gov/-/media/Divisions/BSC/03-Rulemaking/2022-Intervening-Cycle/Pre-Cycle/CCRC-20220908/2022-09-08-ITEM-2d-Carbon-Reduction.pdf?la=en&hash=8F76E51A9E7493BE882364537DE0518E87865FD2,https://ucsb.box.com/s/3ypqk62rcraboy2u5jlax2d2zyvlx5au,California Building Standards Commission. (n.d.) Carbon Reduction Nonresidential Existing Regulations. https://www.dgs.ca.gov/-/media/Divisions/BSC/03-Rulemaking/2022-Intervening-Cycle/Pre-Cycle/CCRC-20220908/2022-09-08-ITEM-2d-Carbon-Reduction.pdf?la=en&hash=8F76E51A9E7493BE882364537DE0518E87865FD2,,
TRUE,U.S. Department of General Services P100 Facilities Standards for the Public Buildings Service,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,The GSA-owned buildings internal design standard now includes a requirement for all new construction and major modernization projects to target a 20% embodied carbon reduction by performing a WBLCA,Statutory,Building Codes/Planning,1,0,0,0,Building Code Requirements,0,0,0,1,0,0,0,0,0,0,Whole-Building Carbon Reduction,Mandatory,U.S. County,USA,United States,40.94373,-101.352,Department of General Services,Active,2022,2022,NA,NA,0,0,0,0,0,0,0,0,0,0,A1-A3,Buildings,Project,All buildings owned by the US DGA,GHG Emissions,20% reduction in embodied carbon,NA,NA,Whole-Building Life-Cycle Assessment,NA,NA,kgCO2/m2,NA,NA,WB-LCA,ASTM E2921's Standard Practice for Comparing WBLCAs,NA,NA,NA,NA,https://www.gsa.gov/system/files/P100%202024%20Final_0.pdf,https://ucsb.box.com/s/5afot0q26cfu7xamidd5g2jw8bkyqrw9,General Services Administration. (2024). P100 2024: Facilities standards for the public buildings service. U.S. General Services Administration. https://www.gsa.gov/system/files?file=P100%202024%20Final%20%281%29.pdf,,
TRUE,New Jersey Low Embodied Carbon Concrete Leadership Act,6/18/2024,"Irish, Hannah","Irish, Hannah",3/6/2025,"Provides CBT tax credit for certain deliveries of low carbon concrete and for costs of conducting environmental product declaration analyses of low carbon concrete for projecs which require the purchase of 50 cubic yards or more of concrete. Concrete is considered ""low carbon"" if it certified to embody lower carbon emissions as measured by GWP than the baseline for conventional (not stated what the baseline is)",Statutory,Clean Procurement,0,1,0,0,Public Sector Incentives,0,0,1,0,0,0,0,0,0,0,Monetary Incentive Provision,Voluntary,State,"NJ, USA",United States,40.14664,-74.5817,NJ State Legislature,Active,2023,2024,3273,Concrete,1,0,0,0,0,0,0,0,0,0,A1-A3,Any construction or improvement project,Product,construction or improvement project that requires the purchase of 50 cubic yards or more of concrete,GHG Emissions,NA,NA,NA,Type III EPD,NA,"Below ""baseline""",NA,NA,NA,EPD,ISO 14025,NA,Product,50 cubic yards or more,NA,https://pub.njleg.gov/Bills/2022/S0500/287_I1.HTM,https://ucsb.box.com/s/zkeb1ynwsgua773xvg28oefbcbgts2as,New Jersey Legislature. (2022). Senate Bill 287 (2022). New Jersey Legislature. https://pub.njleg.gov/Bills/2022/S0500/287_I1.HTM,,
